Node,Community
0,9
1,0
2,2
3,7
4,5
5,9
6,5
7,10
8,8
9,19
10,0
11,3
12,5
13,15
14,9
15,5
16,17
17,12
18,16
19,13
20,17
21,2
22,2
23,13
24,13
25,15
26,8
27,5
28,5
29,7
30,8
31,2
32,7
33,3
34,2
35,14
36,0
37,10
38,5
39,17
40,1
41,10
42,8
43,19
44,0
45,9
46,2
47,13
48,2
49,13
50,19
51,11
52,2
53,4
54,12
55,3
56,14
57,11
58,5
59,7
60,6
61,8
62,2
63,18
64,7
65,3
66,15
67,5
68,4
69,9
70,8
71,0
72,13
73,0
74,11
75,13
76,10
77,4
78,15
79,5
80,8
81,7
82,7
83,14
84,3
85,14
86,0
87,1
88,8
89,1
90,11
91,1
92,1
93,2
94,2
95,12
96,9
97,9
98,2
99,4
100,4
101,5
102,1
103,4
104,2
105,4
106,20
107,13
108,13
109,1
110,1
111,2
112,7
113,12
114,20
115,0
116,4
117,7
118,12
119,2
120,13
121,11
122,13
123,12
124,7
125,1
126,5
127,2
128,18
129,6
130,4
131,2
132,3
133,8
134,8
135,8
136,1
137,0
138,9
139,6
140,1
141,14
142,20
143,11
144,8
145,8
146,6
147,1
148,13
149,1
150,6
151,7
152,11
153,5
154,14
155,3
156,11
157,7
158,13
159,1
160,11
161,4
162,5
163,0
164,0
165,6
166,12
167,4
168,14
169,4
170,2
171,2
172,14
173,3
174,13
175,16
176,11
177,5
178,2
179,5
180,15
181,13
182,19
183,0
184,19
185,14
186,4
187,14
188,4
189,0
190,11
191,19
192,6
193,12
194,3
195,5
196,2
197,8
198,9
199,8
200,1
201,8
202,16
203,2
204,2
205,5
206,12
207,0
208,6
209,3
210,6
211,2
212,13
213,17
214,6
215,13
216,11
217,9
218,5
219,6
220,7
221,11
222,0
223,1
224,6
225,0
226,1
227,10
228,0
229,15
230,9
231,3
232,10
233,0
234,10
235,7
236,11
237,1
238,16
239,3
240,7
241,1
242,6
243,10
244,3
245,16
246,1
247,5
248,14
249,20
250,16
251,0
252,5
253,2
254,3
255,4
256,5
257,0
258,4
259,5
260,6
261,2
262,9
263,0
264,4
265,7
266,8
267,11
268,10
269,0
270,16
271,17
272,1
273,3
274,14
275,6
276,16
277,2
278,0
279,0
280,15
281,2
282,0
283,3
284,4
285,2
286,20
287,3
288,18
289,3
290,6
291,3
292,13
293,18
294,6
295,0
296,10
297,0
298,7
299,0
300,6
301,0
302,4
303,6
304,1
305,12
306,9
307,13
308,10
309,1
310,10
311,5
312,16
313,9
314,6
315,6
316,12
317,16
318,2
319,4
320,1
321,7
322,10
323,9
324,16
325,18
326,7
327,12
328,3
329,19
330,3
331,5
332,9
333,10
334,0
335,6
336,15
337,9
338,6
339,16
340,17
341,6
342,15
343,4
344,13
345,1
346,1
347,0
348,0
349,1
350,10
351,18
352,3
353,12
354,8
355,14
356,3
357,7
358,6
359,16
360,0
361,10
362,9
363,10
364,5
365,1
366,6
367,5
368,7
369,17
370,6
371,3
372,5
373,8
374,17
375,10
376,4
377,5
378,14
379,7
380,1
381,6
382,7
383,5
384,13
385,1
386,17
387,3
388,8
389,17
390,9
391,3
392,1
393,2
394,1
395,3
396,0
397,4
398,0
399,14
400,19
401,3
402,12
403,17
404,0
405,1
406,10
407,7
408,8
409,10
410,0
411,9
412,6
413,18
414,15
415,13
416,3
417,2
418,13
419,3
420,18
421,6
422,8
423,11
424,11
425,8
426,19
427,7
428,8
429,8
430,16
431,3
432,3
433,12
434,1
435,10
436,12
437,4
438,12
439,12
440,8
441,11
442,19
443,18
444,6
445,1
446,11
447,1
448,4
449,3
450,10
451,4
452,4
453,15
454,7
455,14
456,2
457,9
458,5
459,6
460,5
461,5
462,15
463,2
464,4
465,2
466,4
467,1
468,15
469,14
470,0
471,1
472,1
473,15
474,1
475,10
476,15
477,4
478,16
479,0
480,16
481,6
482,0
483,7
484,0
485,6
486,9
487,3
488,0
489,3
490,15
491,0
492,8
493,11
494,7
495,2
496,4
497,7
498,6
499,19
500,0
501,4
502,7
503,1
504,14
505,10
506,16
507,4
508,13
509,9
510,3
511,15
512,12
513,1
514,5
515,12
516,13
517,14
518,8
519,4
520,5
521,12
522,0
523,3
524,1
525,18
526,5
527,14
528,2
529,3
530,0
531,3
532,0
533,6
534,7
535,8
536,13
537,3
538,5
539,14
540,0
541,9
542,8
543,13
544,12
545,5
546,1
547,13
548,11
549,2
550,11
551,17
552,16
553,3
554,2
555,13
556,9
557,11
558,7
559,0
560,15
561,8
562,10
563,12
564,4
565,13
566,19
567,0
568,13
569,4
570,4
571,1
572,11
573,14
574,16
575,1
576,6
577,11
578,10
579,12
580,1
581,5
582,7
583,1
584,0
585,0
586,3
587,13
588,0
589,16
590,4
591,6
592,8
593,3
594,3
595,1
596,2
597,15
598,3
599,1
600,17
601,7
602,11
603,9
604,12
605,3
606,8
607,9
608,9
609,1
610,7
611,3
612,3
613,17
614,12
615,10
616,4
617,10
618,0
619,2
620,5
621,5
622,6
623,5
624,5
625,1
626,2
627,9
628,5
629,12
630,2
631,16
632,13
633,1
634,18
635,4
636,6
637,4
638,2
639,5
640,16
641,9
642,0
643,1
644,0
645,3
646,3
647,0
648,5
649,2
650,13
651,3
652,3
653,10
654,10
655,16
656,15
657,3
658,13
659,17
660,13
661,8
662,0
663,4
664,4
665,8
666,19
667,7
668,7
669,1
670,3
671,3
672,9
673,0
674,4
675,2
676,0
677,11
678,1
679,11
680,5
681,3
682,5
